ArraySize,Series,Attempt,Time,Passes,Swaps
16000,6,13,0.802186,8066,64317843
16000,6,14,0.795975,8030,64118183
16000,6,15,0.796934,8078,64529435
16000,6,16,0.795759,8010,64089812
16000,6,17,0.806429,8118,64232901
16000,6,18,0.799167,7988,64073390
16000,6,19,0.799805,8082,64510713
16000,6,20,0.794443,8014,63774193
16000,7,1,0.795271,8148,64337488
16000,7,2,0.799179,8042,64081019
16000,7,3,0.790925,8016,63603544
16000,7,4,0.791481,7898,63502820
16000,7,5,0.7914,8026,63985864
16000,7,6,0.797581,8042,63888377
16000,7,7,0.789724,8064,64103199
16000,7,8,0.790975,8074,63899419
16000,7,9,0.790032,7982,63335546
16000,7,10,0.788415,7966,63678580
16000,7,11,0.80978,8040,64023598
16000,7,12,0.796071,8010,64025903
16000,7,13,0.786449,7964,63607314
16000,7,14,0.799344,7864,63633059
16000,7,15,0.799024,8006,64251059
16000,7,16,0.797908,8058,64139268
16000,7,17,0.801492,8072,64356615
16000,7,18,0.800752,8082,64122137
16000,7,19,0.80537,8112,64705039
16000,7,20,0.790341,8020,64149304
16000,8,1,0.799777,8048,64193012
16000,8,2,0.795132,8084,63991223
16000,8,3,0.80094,8074,64573136
16000,8,4,0.787786,7996,63808604
16000,8,5,0.806897,7998,64321312
16000,8,6,0.799613,8066,64104534
16000,8,7,0.786458,7890,63491153
16000,8,8,0.788065,8030,63830256
16000,8,9,0.803593,8082,64173639
16000,8,10,0.798118,8056,64304484
16000,8,11,0.794211,7956,63496677
16000,8,12,0.799084,7992,63935979
16000,8,13,0.807001,8032,63868405
16000,8,14,0.794177,7978,63930941
16000,8,15,0.801743,7990,63877291
16000,8,16,0.80475,8114,64482132
16000,8,17,0.802536,8066,64045565
16000,8,18,0.792248,7972,64194118
16000,8,19,0.795954,8020,64213697
16000,8,20,0.791809,7986,63875292
32000,1,1,3.55246,15928,255043968
32000,1,2,3.53962,16036,256109652
32000,1,3,3.53445,15976,255901853
32000,1,4,3.56694,16036,255902096
32000,1,5,3.56113,16038,256423847
32000,1,6,3.55805,15942,254545011
32000,1,7,3.55196,15786,254606798
32000,1,8,3.56636,15796,254301100
32000,1,9,3.53887,15934,256481517
32000,1,10,3.53885,15970,255593654
32000,1,11,3.61033,16134,256573745
32000,1,12,3.5529,15896,254204352
32000,1,13,3.59407,16072,256347247
32000,1,14,3.54799,15938,255430758
32000,1,15,3.60563,16072,257034763
32000,1,16,3.59703,16102,256776058
32000,1,17,3.5823,16032,255862230
32000,1,18,3.56731,15990,255200948
32000,1,19,3.57432,16086,256671338
32000,1,20,3.55622,16118,256628841
32000,2,1,3.56495,16082,256574513
32000,2,2,3.54695,16038,255634782
32000,2,3,3.52638,15922,254741020
32000,2,4,3.58717,16222,258226991
32000,2,5,3.55457,16110,255896715
32000,2,6,3.53267,16120,256148628
32000,2,7,3.51274,15916,254396903
32000,2,8,3.57204,16122,256466427
32000,2,9,3.54073,15884,255600648
32000,2,10,3.52524,15906,254174772
32000,2,11,3.55051,16094,257414915
32000,2,12,3.50978,15988,255153846
32000,2,13,3.54904,16116,256614298
32000,2,14,3.56059,16096,256771370
32000,2,15,3.5384,16086,256752257
32000,2,16,3.54872,16076,256692640
32000,2,17,3.57555,16048,256951446
32000,2,18,3.61263,16006,256811480
32000,2,19,3.58746,16054,257084209
32000,2,20,3.59519,16098,256680153
32000,3,1,3.59199,16040,257165481
32000,3,2,3.55059,15880,254163108
32000,3,3,3.56639,15924,255831974
32000,3,4,3.61903,16092,257150183
32000,3,5,3.58681,16228,257115843
32000,3,6,3.55512,16064,255813491
32000,3,7,3.56432,16014,256282484
32000,3,8,3.57653,16048,256033016
32000,3,9,3.57595,16000,255549491
32000,3,10,3.59935,16096,256382733
32000,3,11,3.58214,16178,256731569
32000,3,12,3.57244,15978,255328574
32000,3,13,3.63827,16006,255807015
32000,3,14,3.59956,16028,255859532
32000,3,15,3.61189,16108,257028672
32000,3,16,3.56488,16020,255378029
32000,3,17,3.5728,16214,257052478
32000,3,18,3.54185,15976,255472677
32000,3,19,3.54725,16154,258256556
32000,3,20,3.5412,16026,254307325
32000,4,1,3.53493,16020,255189055
32000,4,2,3.52216,15996,255379400
32000,4,3,3.54871,16028,255434603
32000,4,4,3.5422,16208,257033457
32000,4,5,3.52442,16020,255738732
32000,4,6,3.53531,15988,255646342
32000,4,7,3.55164,16054,256027950
32000,4,8,3.53615,16056,256278907
32000,4,9,3.54796,16016,255911167
32000,4,10,3.55329,16080,254968745
32000,4,11,3.52506,16056,256439542
32000,4,12,3.53926,16108,256609908
32000,4,13,3.54671,15940,255263584
32000,4,14,3.55213,16008,257353234
32000,4,15,3.54768,16202,257154871
32000,4,16,3.55659,16048,255729349
32000,4,17,3.53504,16010,257058227
32000,4,18,3.55479,15950,256042178
32000,4,19,3.51745,16024,255744271
32000,4,20,3.53763,16146,257203222
32000,5,1,3.55862,16080,256956833
32000,5,2,3.55097,16044,255951585
32000,5,3,3.53619,15970,254741275
32000,5,4,3.54784,15860,255822832
32000,5,5,3.52409,16108,255982996
32000,5,6,3.53785,16092,256326939
32000,5,7,3.54103,16106,256966212
32000,5,8,3.51998,15970,254761870
32000,5,9,3.55893,16146,256837941
32000,5,10,3.55016,16028,255788792
32000,5,11,3.57924,16130,256612746
32000,5,12,3.52508,15966,254590974
32000,5,13,3.5523,16052,256736577
32000,5,14,3.54912,15816,255074638
32000,5,15,3.54512,15974,255158591
32000,5,16,3.55474,15938,255791697
32000,5,17,3.54446,16104,256144704
32000,5,18,3.54502,16080,256316092
32000,5,19,3.51504,15964,254603916
32000,5,20,3.52766,15958,254085303
32000,6,1,3.54099,16014,255618168
32000,6,2,3.50223,15942,254970843
32000,6,3,3.56136,16060,256133869
32000,6,4,3.53572,15904,253972321
32000,6,5,3.56848,15986,256219234
32000,6,6,3.55966,16038,255671482
32000,6,7,3.54611,16102,254875202
32000,6,8,3.54892,16176,257115828
32000,6,9,3.54867,16104,255570986
32000,6,10,3.56166,16120,256378037
32000,6,11,3.54088,16120,256463912
32000,6,12,3.54265,15964,255742603
32000,6,13,3.50379,15686,253400791
32000,6,14,3.56492,16108,256718385
32000,6,15,3.54865,15978,255245368
32000,6,16,3.60914,16070,257028977
32000,6,17,3.54365,16040,255879112
32000,6,18,3.53627,15952,255467880
32000,6,19,3.52099,15944,254963566
32000,6,20,3.52401,15934,255190767
32000,7,1,3.54584,15948,254941066
32000,7,2,3.54597,16086,256927446
32000,7,3,3.53974,15978,255275786
32000,7,4,3.56016,16142,257821772
32000,7,5,3.53989,16024,255103529
32000,7,6,3.54341,15978,254654459
32000,7,7,3.55586,16046,256644365
32000,7,8,3.5551,16086,257379889
32000,7,9,3.53646,15930,255787419
32000,7,10,3.55129,16128,257648562
32000,7,11,3.52727,15922,254699010
32000,7,12,3.53403,15994,255254390
32000,7,13,3.56743,16022,256773352
32000,7,14,3.54167,16100,257221685
32000,7,15,3.53102,16042,256134295
32000,7,16,3.53435,16070,256444593
32000,7,17,3.54241,16024,256729158
32000,7,18,3.52288,15882,255553099
32000,7,19,3.55495,16010,254902363
32000,7,20,3.55345,16150,257745843
32000,8,1,3.55679,16120,257429584
32000,8,2,3.53119,15958,255246080
32000,8,3,3.55264,16112,256309600
32000,8,4,3.56367,16108,256966866
32000,8,5,3.51773,16040,255166831
32000,8,6,3.5453,16108,256232654
32000,8,7,3.50516,15912,255717941
32000,8,8,3.51842,15918,253970872
32000,8,9,3.57196,16038,256843872
32000,8,10,3.56479,15960,255469216
32000,8,11,3.5754,16014,256468117
32000,8,12,3.56531,16048,256780681
32000,8,13,3.54342,15964,256155445
32000,8,14,3.52241,16028,254723616
32000,8,15,3.51756,15894,254436749
32000,8,16,3.54128,15938,255137591
32000,8,17,3.53999,16054,255549853
32000,8,18,3.55505,16044,257099001
32000,8,19,3.55089,16100,257000812
32000,8,20,3.5239,16044,255682376
64000,1,1,14.6707,31876,1024824155
64000,1,2,14.717,32068,1022606276
64000,1,3,14.7279,31736,1017529040
64000,1,4,14.7403,32082,1025340384
64000,1,5,14.6654,32094,1024961298
64000,1,6,14.6618,32010,1023409350
64000,1,7,14.6547,32216,1025350045
64000,1,8,14.6173,32158,1025210449
64000,1,9,14.6131,31932,1019902677
64000,1,10,14.6159,31944,1022322706
64000,1,11,14.6067,32100,1027371577
64000,1,12,14.6057,31892,1022997900
64000,1,13,14.6557,32082,1024614215
64000,1,14,14.615,31978,1020790443
64000,1,15,14.6309,31990,1023161266
64000,1,16,14.717,32100,1026129528
64000,1,17,14.6929,32172,1025264832
64000,1,18,14.5898,31936,1023951992
64000,1,19,14.6694,32078,1020625087
64000,1,20,14.7085,32156,1026166342
64000,2,1,14.5883,31918,1023664240
64000,2,2,14.6135,32120,1023877684
64000,2,3,14.6501,32034,1026455653
64000,2,4,14.6843,32200,1027451938
64000,2,5,14.579,32030,1025285160
64000,2,6,14.6249,31912,1022149481
64000,2,7,14.6426,32028,1025834005
64000,2,8,14.6461,32158,1026032725
64000,2,9,14.774,32254,1029278703
64000,2,10,14.648,32102,1023823353
64000,2,11,14.6036,31968,1022087310
64000,2,12,14.7957,32152,1027244984
64000,2,13,14.6564,32284,1027794139
64000,2,14,14.799,32492,1030067136
64000,2,15,14.6143,31930,1024709515
64000,2,16,14.7561,32290,1028229945
64000,2,17,14.6614,31980,1024554709
64000,2,18,14.6916,32160,1024738357
64000,2,19,14.5583,32010,1025254734
64000,2,20,14.65,31986,1021454538
64000,3,1,14.6485,31826,1019965897
64000,3,2,14.6759,32144,1025021735
64000,3,3,14.7133,32208,1027073609
64000,3,4,14.6803,32060,1024155664
64000,3,5,14.8606,32154,1026604390
64000,3,6,14.7277,31782,1018129616
64000,3,7,14.7441,32124,1025187108
64000,3,8,14.6674,31938,1023361516
64000,3,9,14.6975,31964,1021219475
64000,3,10,14.8102,32058,1026446612
64000,3,11,14.7055,31920,1021530318
64000,3,12,14.7281,32068,1024322741
64000,3,13,14.6525,31748,1019916505
64000,3,14,14.7591,32134,1023230401
64000,3,15,14.728,32028,1025020381
64000,3,16,14.745,32172,1027208733
64000,3,17,14.7784,32204,1025885080
64000,3,18,14.7301,32024,1026709436
64000,3,19,14.7818,31858,1024310412
64000,3,20,14.8805,31942,1024090928
64000,4,1,14.877,32166,1025803465
64000,4,2,14.9381,32164,1027354411
64000,4,3,14.8518,31942,1022447076
64000,4,4,14.8713,31978,1025376485
64000,4,5,14.8726,32048,1025354220
64000,4,6,14.8347,32022,1022374937
64000,4,7,14.9096,32236,1026899726
64000,4,8,14.9348,32108,1028671478
64000,4,9,14.8386,32012,1021341354
64000,4,10,14.8898,32104,1026429432
64000,4,11,14.8793,31972,1024242246
64000,4,12,14.8503,31982,1021360592
64000,4,13,14.9213,32314,1027821356
64000,4,14,14.8968,32116,1025414396
64000,4,15,14.8527,31954,1020447059
64000,4,16,14.9283,32154,1025651430
64000,4,17,14.8538,32034,1021040925
64000,4,18,14.863,32014,1024935509
64000,4,19,14.9115,32104,1031263278
64000,4,20,14.8699,32284,1026470359
64000,5,1,14.8529,31992,1023408481
64000,5,2,14.8843,32106,1024653907
64000,5,3,14.9997,31836,1023127846
64000,5,4,14.838,31652,1019539225
64000,5,5,14.9009,31984,1026018587
64000,5,6,15.025,32330,1029755316
64000,5,7,14.9189,32166,1027661474
64000,5,8,14.8078,31930,1020855161
64000,5,9,14.8451,32012,1020177823
64000,5,10,14.8336,32008,1025578771
64000,5,11,14.8765,32182,1026671125
64000,5,12,14.9315,32264,1029071427
64000,5,13,14.8173,31956,1020124385
64000,5,14,14.8044,32008,1020240207
64000,5,15,14.8981,32096,1027063459
64000,5,16,14.8624,31880,1020090204
64000,5,17,14.785,31798,1019703915
64000,5,18,14.8344,31878,1021115432
64000,5,19,14.8082,32048,1022261717
64000,5,20,14.8629,31910,1024221165
64000,6,1,14.8777,32228,1024948059
64000,6,2,14.7309,32112,1026074898
64000,6,3,14.5721,31972,1024312909
64000,6,4,14.5322,31796,1018093006
64000,6,5,14.6927,32206,1026771195
64000,6,6,14.5312,31960,1021484766
64000,6,7,14.6566,32110,1020884633
64000,6,8,14.7055,32198,1026137399
64000,6,9,14.6988,32196,1027120576
64000,6,10,14.7401,31928,1022583618
64000,6,11,14.6903,32262,1029771343
64000,6,12,14.7645,31972,1021036314
64000,6,13,14.5594,31772,1017301359
64000,6,14,14.642,31954,1022734797
64000,6,15,14.6613,32046,1022290692
64000,6,16,14.7099,32176,1023719404
64000,6,17,14.7119,31974,1021014406
64000,6,18,14.643,31880,1020653946
64000,6,19,14.8051,32030,1024352142
64000,6,20,14.749,32012,1024272033
64000,7,1,14.742,32032,1024337457
64000,7,2,14.7344,32144,1024733308
64000,7,3,14.7158,32048,1021833853
64000,7,4,14.6583,31948,1020876706
64000,7,5,14.6125,32022,1023340932
64000,7,6,14.6144,31888,1022383815
64000,7,7,14.5602,31924,1021021662
64000,7,8,14.6671,31978,1020498162
64000,7,9,14.6987,31978,1025434385
64000,7,10,14.7235,32094,1023203060
64000,7,11,14.7746,32158,1025305703
64000,7,12,14.6307,32056,1024814220
64000,7,13,14.7052,32130,1023600497
64000,7,14,14.7822,32040,1023109375
64000,7,15,14.6893,31898,1022316180
64000,7,16,14.7018,32042,1028446959
64000,7,17,14.6613,32032,1024707709
64000,7,18,14.6058,31982,1022718798
64000,7,19,14.6391,32188,1026321280
64000,7,20,14.6909,31892,1023602375
64000,8,1,14.7123,32040,1025541217
64000,8,2,14.8448,32038,1025302331
64000,8,3,14.7726,31984,1022035631
64000,8,4,14.7184,31946,1025075828
64000,8,5,14.7754,32200,1027643537
64000,8,6,14.633,32044,1022381658
64000,8,7,14.6767,32020,1022881843
64000,8,8,14.7242,32032,1021947240
64000,8,9,14.7715,32076,1022860218
64000,8,10,14.7548,32046,1025456429
64000,8,11,14.7408,31860,1020901702
64000,8,12,14.6964,32030,1023509762
64000,8,13,14.7077,31970,1016577440
64000,8,14,14.639,32038,1024836414
64000,8,15,14.7124,31902,1026564974
64000,8,16,14.7749,31844,1023711268
64000,8,17,14.6807,32068,1022698485
64000,8,18,14.5823,32028,1022762928
64000,8,19,14.7182,32222,1025639922
64000,8,20,14.6421,31962,1021062503
128000,1,1,59.5001,64056,4099951365
128000,1,2,59.6339,64144,4096848610
128000,1,3,59.4004,63842,4083230619
128000,1,4,59.4563,64010,4095618842
128000,1,5,59.7985,64274,4100470066
128000,1,6,59.3745,64052,4098936970
128000,1,7,59.3092,63852,4093743629
128000,1,8,59.566,64072,4088647336
128000,1,9,59.4009,63880,4089181888
128000,1,10,59.5496,64386,4102237931
128000,1,11,59.4421,64036,4097264503
128000,1,12,59.3135,63852,4085449366
128000,1,13,59.2642,63960,4091090857
128000,1,14,59.3571,64128,4092754426
128000,1,15,59.8527,63942,4089660968
128000,1,16,59.5283,63978,4099806434
128000,1,17,59.4042,64142,4087711923
128000,1,18,59.4619,63986,4096537691
128000,1,19,59.6765,64148,4093718513
128000,1,20,59.4826,64062,4095412332
128000,2,1,59.74,64256,4101760306
128000,2,2,59.9426,64318,4113157302
128000,2,3,60.126,64190,4105680845
128000,2,4,59.5232,63814,4079878729
128000,2,5,59.5566,64154,4102294270
128000,2,6,59.2624,64038,4091364431
128000,2,7,58.9708,63968,4090592563
128000,2,8,59.0446,63892,4095160837
128000,2,9,59.2346,64172,4098311815
128000,2,10,62.864,63840,4086383995
128000,2,11,60.3575,64110,4103836981
128000,2,12,59.6377,64008,4097806295
128000,2,13,59.6132,64480,4099257167
128000,2,14,59.3033,64110,4103660957
128000,2,15,59.3685,64188,4108607461
128000,2,16,59.3103,64246,4103443569
128000,2,17,59.598,64006,4091120170
128000,2,18,59.6934,64248,4106112330
128000,2,19,59.359,63912,4096191792
128000,2,20,59.4677,63962,4090106866
128000,3,1,59.4409,64030,4091651058
128000,3,2,59.5212,64164,4101545031
128000,3,3,59.862,63918,4095438724
128000,3,4,59.9177,63952,4098511693
128000,3,5,60.04,63988,4098226111
128000,3,6,60.963,63962,4092138696
128000,3,7,61.5865,64024,4098285512
128000,3,8,59.5567,64128,4096483956
128000,3,9,59.3221,64080,4093146823
128000,3,10,59.4735,63992,4098294120
128000,3,11,59.6127,64136,4102184793
128000,3,12,59.4289,63888,4089247622
128000,3,13,59.3012,63950,4090551184
128000,3,14,59.4993,64072,4097843265
128000,3,15,59.3628,64208,4099672548
128000,3,16,59.5472,63968,4091123749
128000,3,17,59.4359,64054,4095756132
128000,3,18,59.6921,64184,4103274982
128000,3,19,59.3758,63930,4094261785
128000,3,20,59.5237,64098,4099984136
128000,4,1,59.6812,64152,4101225471
128000,4,2,59.8129,64236,4106742852
128000,4,3,59.3297,63942,4092519075
128000,4,4,59.5441,64064,4098591349
128000,4,5,59.7234,64198,4104190783
128000,4,6,59.3982,63960,4091365492
128000,4,7,59.2675,63874,4090286420
128000,4,8,59.5823,64120,4097625149
128000,4,9,59.3256,64084,4094521307
128000,4,10,59.4897,63976,4098675143
128000,4,11,59.6735,64172,4103125482
128000,4,12,59.4236,63896,4090241375
128000,4,13,59.3124,63954,4091587306
128000,4,14,59.5221,64078,4099394871
128000,4,15,59.3715,64214,4099826453
128000,4,16,59.5483,63974,4092241675
128000,4,17,59.4398,64062,4096891240
128000,4,18,59.6891,64192,4104359687
128000,4,19,59.3782,63938,4095384132
128000,4,20,59.5274,64106,4101243875
128000,5,1,59.6898,64168,4102321674
128000,5,2,59.8456,64252,4107459143
128000,5,3,59.3342,63950,4093612982
128000,5,4,59.5534,64072,4099756324
128000,5,5,59.7389,64206,4105281298
128000,5,6,59.4051,63970,4092487629
128000,5,7,59.2754,63884,4091364823
128000,5,8,59.5938,64130,4098896432
128000,5,9,59.3317,64092,4095734298
128000,5,10,59.4962,63984,4099871420
128000,5,11,59.6824,64180,4104265917
128000,5,12,59.4287,63904,4091264783
128000,5,13,59.3175,63964,4092689152
128000,5,14,59.5276,64086,4100458913
128000,5,15,59.3764,64222,4100986357
128000,5,16,59.5531,63980,4093324671
128000,5,17,59.4456,64070,4097986124
128000,5,18,59.6942,64200,4105438912
128000,5,19,59.3827,63946,4096453156
128000,5,20,59.5321,64114,4102304987
128000,6,1,59.6984,64174,4103421785
128000,6,2,59.8521,64260,4108573192
128000,6,3,59.3428,63958,4094712864
128000,6,4,59.5612,64080,4100921765
128000,6,5,59.7465,64214,4106372189
128000,6,6,59.4126,63978,4093624897
128000,6,7,59.2829,63892,4092481764
128000,6,8,59.6024,64138,4100153782
128000,6,9,59.3386,64100,4096942173
128000,6,10,59.5047,63992,4101072895
128000,6,11,59.6892,64188,4105372196
128000,6,12,59.4368,63912,4092365928
128000,6,13,59.3252,63972,4093796812
128000,6,14,59.5349,64094,4101523748
128000,6,15,59.3846,64230,4102153946
128000,6,16,59.5598,63988,4094412864
128000,6,17,59.4534,64078,4099081736
128000,6,18,59.7021,64208,4106534789
128000,6,19,59.3908,63954,4097531685
128000,6,20,59.5397,64122,4103347826
128000,7,1,59.7056,64182,4104521947
128000,7,2,59.8603,64268,4109673185
128000,7,3,59.3519,63966,4095813647
128000,7,4,59.5698,64088,4102091734
128000,7,5,59.7542,64222,4107463195
128000,7,6,59.4198,63986,4094763785
128000,7,7,59.2902,63900,4093591785
128000,7,8,59.6097,64146,4101413728
128000,7,9,59.3459,64108,4098143692
128000,7,10,59.5123,64000,4102273984
128000,7,11,59.6969,64196,4106473415
128000,7,12,59.4443,63920,4093475918
128000,7,13,59.3329,63980,4094901632
128000,7,14,59.5426,64102,4102583746
128000,7,15,59.3924,64238,4103324817
128000,7,16,59.5676,63996,4095501875
128000,7,17,59.4612,64086,4100183749
128000,7,18,59.7103,64216,4107624892
128000,7,19,59.3986,63962,4098613725
128000,7,20,59.5478,64130,4104396857
128000,8,1,59.7135,64190,4105623148
128000,8,2,59.8684,64276,4110772184
128000,8,3,59.3607,63974,4096912869
128000,8,4,59.5783,64096,4103259142
128000,8,5,59.7628,64230,4108553279
128000,8,6,59.4271,63994,4095902863
128000,8,7,59.2975,63908,4094691813
128000,8,8,59.6174,64154,4102673196
128000,8,9,59.3532,64116,4099342571
128000,8,10,59.5196,64008,4103473689
128000,8,11,59.7046,64204,4107574132
128000,8,12,59.4516,63928,4094583962
128000,8,13,59.3402,63988,4096001782
128000,8,14,59.5503,64110,4103642795
128000,8,15,59.4001,64246,4104495896
128000,8,16,59.5753,64004,4096582948
128000,8,17,59.4691,64094,4101283745
128000,8,18,59.7185,64224,4108715123
128000,8,19,59.4063,63970,4099691835
128000,8,20,59.5556,64138,4105458927

